REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
20083,2024,12,4,35,4,07,,2,6,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,1,,1,18,,1158
20084,2024,12,4,35,4,09,,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,1,18,,164
20085,2024,12,4,59,0,12,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,584
20086,2024,12,3,48,7,03,5,1,6,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,12,7,2,,,29,2,,,,1,1,1,3,,,3,04,,449
20087,2024,12,4,24,2,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,1,11,,200
20088,2024,12,4,35,0,11,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,01,,129
20089,2024,12,4,48,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,05,,69
20090,2024,12,4,59,9,12,,2,3,5,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,210
20091,2024,12,4,47,0,02,4,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,07,,146
20092,2024,12,4,59,0,10,,1,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,1,,1,01,,343
20093,2024,12,4,59,0,01,2,2,6,1,,1,1,1,3,21,02,09,,,,,,,,,,,,,,,,1,,,,,,,,,4,10,5,,,,,,,,,,,2,14,,313
20094,2024,12,4,59,0,05,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,1,06,3,154
20095,2024,12,4,48,0,12,,2,3,5,,1,2,1,3,16,05,20,,,,,,,,,,,,,,,,11,,,,,,,,,4,10,4,,,,,,,,,,,,01,,59
20096,2024,12,1,10,0,03,6,2,6,4,1,,,1,3,17,04,17,,,,350,350,1,350,350,0,,0,0,0,,39,,2518,1,3,4,4,,,,,,,,,,,,,,,,,1,01,,30
20097,2024,12,1,47,0,03,6,2,6,2,1,,,1,3,17,07,34,,,,400,400,1,400,400,0,,0,0,0,,37,,2500,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,213
20098,2024,12,1,24,2,10,,2,1,2,1,,,2,3,10,02,09,,,,250,60,2,250,60,200,2,0,0,0,3,68,,2100,3,1,2,3,,,,,,,,,,,,,,,,,1,08,,218
20099,2024,12,4,35,0,10,,1,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,18,,108
20100,2024,12,1,47,0,08,,2,6,2,1,,,1,3,17,07,34,,,,375,375,1,375,375,0,,0,0,0,,131,,2620,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,65
20101,2024,12,1,11,0,03,5,2,6,4,1,,,2,3,14,02,09,,,,375,375,1,375,375,0,,0,0,0,,46,,1875,3,1,1,1,,,,,,,,,,,,,,,,,1,05,,50
20102,2024,12,1,46,6,06,,1,1,4,1,,,2,3,10,07,34,,,,240,240,2,240,240,0,,0,0,0,0,107,,2100,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,111
20103,2024,12,1,35,4,06,,2,1,5,1,,,6,2,18,06,27,,,,150,50,2,150,50,,,,,,5,132,,,,,,,,,,,,,,,,,,,,,,,1,02,,380
20104,2024,12,4,35,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,11,,119
20105,2024,12,1,24,0,04,,2,2,4,1,,,1,3,21,02,08,,,,375,375,1,375,375,0,,0,0,0,,8,,3179,1,3,3,4,,,,,,,,,,,,,,,,,1,14,1,248
20106,2024,12,4,10,0,09,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2,,,,,,,,6,,1,01,,185
20107,2024,12,1,24,0,08,,2,4,5,1,,,1,2,21,03,11,,,,375,375,1,375,375,0,,0,0,0,,40,,5600,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,196
20108,2024,12,1,24,0,07,,2,2,4,1,,,1,3,17,02,08,,,,350,320,1,350,320,30,2,0,0,0,,240,,3250,1,1,2,4,,,,,,,,,,,,,,,,,1,03,3,172
20109,2024,12,1,24,2,08,,2,2,4,1,,,1,3,17,05,24,,,,350,350,1,350,350,0,,0,0,0,,163,,2833,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,376
20110,2024,12,1,13,0,10,,2,1,4,1,,,2,3,19,07,34,,,,250,370,2,250,370,0,,0,0,0,7,15,,2500,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,102
20111,2024,12,1,48,8,04,,1,1,6,1,,,2,1,06,01,04,,,,400,420,1,400,420,80,1,0,100,100,,13,,9712,3,1,2,4,,,,,,,,,,,,,,,,,1,06,1,544
20112,2024,12,1,48,7,05,,1,1,2,1,,,2,1,20,07,34,,,,400,480,1,400,480,0,,80,0,80,,11,,1800,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,970
20113,2024,12,4,48,0,09,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,05,,98
20114,2024,12,4,59,0,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,294
20115,2024,12,4,35,0,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,09,,111
20116,2024,12,1,46,0,05,,1,1,2,1,,,2,3,11,08,35,,,,400,400,1,400,400,0,,0,0,0,,240,,3500,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,142
20117,2024,12,1,24,2,08,,1,4,3,1,,,1,3,11,08,36,,,,400,400,1,400,400,0,,0,0,0,,240,,2500,1,1,4,4,,,,,,,,,,,,,,,,,1,11,,877
20118,2024,12,1,46,6,07,,1,2,4,1,,,2,3,06,08,35,,,,400,460,1,400,460,0,,0,60,60,,93,,4567,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,214
20119,2024,12,1,35,0,04,,1,1,5,1,,,2,3,18,06,27,,,,400,400,1,400,400,0,,0,0,0,,58,,2332,3,1,3,4,,,,,,,,,,,,,,,,,1,18,,440
20120,2024,12,2,11,0,06,,2,1,4,1,,,1,1,16,05,20,2,10,1,375,0,1,375,0,,,,,,,240,,5538,2,1,2,4,,,,,,,,,,,,,,,,,1,03,3,70
20121,2024,12,4,35,0,12,,1,4,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,18,,136
20122,2024,12,4,59,0,03,6,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,1,10,,207
20123,2024,12,1,11,0,02,3,2,6,2,1,,,2,3,17,04,18,,,,200,160,2,200,160,0,,0,0,0,4,9,,2300,3,4,2,2,,,,,,,,,,,,,,,,,2,14,,46
20124,2024,12,4,59,9,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,1,09,3,346
20125,2024,12,1,35,0,05,,1,1,5,1,,,2,1,17,04,18,,,,325,325,1,325,325,0,,0,0,0,,81,,2800,3,1,1,4,,,,,,,,,,,,,,,,,1,03,1,300
20126,2024,12,1,24,0,06,,1,2,4,1,,,4,3,01,01,04,,,,990,990,1,990,990,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,3,375
20127,2024,12,4,35,0,10,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,1,01,,150
20128,2024,12,1,35,4,08,,2,1,5,1,,,2,1,13,02,08,,,,300,300,1,300,300,0,,0,0,0,,15,,2308,3,1,1,1,,,,,,,,,,,,,,,,,1,14,2,280
20129,2024,12,4,12,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,97
20130,2024,12,4,12,0,01,2,2,6,2,,1,1,2,3,18,02,06,,,,,,,,,,,,,,,,2,,,,,,,,,4,09,5,,,,,,,,,,,2,03,,149
20131,2024,12,1,35,0,10,,1,1,4,1,,,2,3,17,08,36,,,,320,320,1,320,320,0,,0,0,0,,36,,2025,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,246
20132,2024,12,4,24,0,11,,2,1,4,,1,2,2,3,17,07,32,,,,,,,,,,,,,,,,117,,,,,,,,,5,07,4,,,,,,,,,,,,11,,580
20133,2024,12,4,35,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,01,,121
20134,2024,12,3,35,4,03,6,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,50,4,1,,,24,2,,,,1,1,,1,,,1,01,,332
20135,2024,12,4,24,0,12,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,11,,135
20136,2024,12,1,59,9,06,,2,1,6,1,,,1,3,21,01,02,,,,375,375,1,375,375,0,,0,0,0,,195,,6300,2,1,3,4,,,,,,,,,,,,,,,,,1,03,1,359
20137,2024,12,1,35,4,06,,2,3,2,2,,,2,3,08,02,08,,,,300,300,1,390,390,0,,0,0,0,,162,,3205,3,1,2,2,,,,,,,,,,,,,,,,,1,15,4,351
20138,2024,12,4,59,0,01,2,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,,164
20139,2024,12,1,46,6,03,5,2,2,2,1,,,1,3,18,02,09,,,,200,160,2,200,160,40,1,0,0,0,4,71,,2605,1,4,1,1,,,,,,,,,,,,,,,,,2,02,,129
20140,2024,12,1,35,4,03,6,1,6,4,1,,,2,1,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,36,,2500,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,450
20141,2024,12,2,35,0,04,,1,6,2,1,,,2,3,06,08,36,0,1,2,440,0,1,440,0,,,,,,,40,,2950,3,1,1,1,,,,,,,,,,,,,,,,,1,05,,83
20142,2024,12,1,24,0,01,2,1,6,1,1,,,2,3,07,02,09,,,,160,60,2,160,60,0,,0,0,0,4,56,,1700,3,1,2,2,,,,,,,,,,,,,,,,,2,01,,99
20143,2024,12,2,24,0,05,,2,6,5,1,,,2,3,12,02,08,1,19,1,350,0,1,350,0,,,,,,,101,,3000,3,1,4,4,,,,,,,,,,,,,,,,,1,14,2,89
20144,2024,12,1,35,4,12,,1,1,2,1,,,6,2,11,08,38,,,,350,300,1,350,300,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,06,,239
20145,2024,12,4,46,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,13,4,199
20146,2024,12,4,11,0,09,,1,5,1,,1,1,2,3,06,08,36,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,2,,,,,,,,,,,1,18,,53
20147,2024,12,1,12,0,07,,2,1,6,1,,,1,3,16,05,22,,,,400,440,1,400,440,0,,0,40,40,,221,,5337,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,214
20148,2024,12,1,48,0,07,,1,1,5,1,,,4,3,13,07,32,,,,400,400,1,400,400,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,1,03,3,622
20149,2024,12,4,48,8,01,2,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,03,,557
20150,2024,12,1,35,0,07,,2,2,4,1,,,2,3,08,03,13,,,,400,400,1,400,400,0,,0,0,0,,9,,2300,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,64
20151,2024,12,1,35,0,03,6,2,6,5,1,,,1,3,17,04,16,,,,450,450,1,450,450,0,,0,0,0,,73,,4700,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,171
20152,2024,12,1,35,0,09,,2,5,4,1,,,2,2,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,240,,2600,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,238
20153,2024,12,1,13,0,07,,2,1,2,1,,,2,3,08,02,09,,,,400,400,1,400,400,0,,0,0,0,,112,,3062,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,63
20154,2024,12,3,35,4,04,,2,1,5,,1,1,2,1,14,05,24,,,,,,,,,,,,,,,,24,,,,,,2,6,1,2,04,9,2,,,,1,,,2,,,1,05,,429
20155,2024,12,1,10,0,09,,1,4,1,1,,,2,3,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,240,,1850,1,1,3,4,,,,,,,,,,,,,,,,,1,18,,53
20156,2024,12,4,46,0,09,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,1,05,,52
20157,2024,12,1,24,1,05,,2,6,4,1,,,1,1,17,04,16,,,,375,375,1,375,375,0,,0,0,0,,19,,2200,1,1,2,4,,,,,,,,,,,,,,,,,1,14,3,220
20158,2024,12,1,24,2,08,,1,1,4,1,,,4,3,14,03,11,,,,400,400,1,400,400,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,1,04,4,336
20159,2024,12,1,12,0,07,,1,4,4,1,,,1,3,05,08,35,,,,400,320,1,400,320,80,3,0,0,0,,34,,4600,1,1,2,4,,,,,,,,,,,,,,,,,1,14,2,108
20160,2024,12,1,35,3,12,,1,1,4,1,,,3,3,14,02,06,,,,375,300,1,375,300,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,05,,453
20161,2024,12,1,24,0,06,,2,1,5,1,,,2,1,07,07,33,,,,360,360,1,360,360,0,,0,0,0,,8,,2000,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,101
20162,2024,12,1,59,0,02,4,2,6,2,1,,,2,3,19,07,32,,,,200,200,2,200,200,0,,0,0,0,4,17,,1700,3,1,2,4,,,,,,,,,,,,,,,,,2,14,1,390
20163,2024,12,1,24,0,08,,1,2,5,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,240,,4471,1,1,3,4,,,,,,,,,,,,,,,,,1,03,3,105
20164,2024,12,1,24,2,07,,1,1,5,1,,,2,2,14,02,09,,,,400,420,1,400,420,0,,20,0,20,,137,,3990,3,1,3,4,,,,,,,,,,,,,,,,,1,03,1,231
20165,2024,12,1,10,0,08,,1,1,5,1,,,1,3,21,03,12,,,,120,60,2,120,60,0,,0,0,0,7,113,,5958,3,1,4,4,,,,,,,,,,,,,,,,,1,04,4,34
20166,2024,12,4,59,9,01,2,2,6,4,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,04,,1438
20167,2024,12,1,47,0,08,,2,4,2,1,,,2,3,17,01,02,,,,500,500,1,500,500,0,,0,0,0,,129,,3846,3,1,2,2,,,,,,,,,,,,,,,,,1,15,4,139
20168,2024,12,1,59,0,08,,2,2,2,1,,,2,3,10,07,31,,,,450,510,1,450,510,0,,0,60,60,,240,,3300,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,348
20169,2024,12,4,59,9,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,08,,297
20170,2024,12,1,35,4,08,,2,1,4,1,,,6,2,13,07,32,,,,400,400,1,400,400,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,1,03,3,169
20171,2024,12,1,13,0,08,,2,1,4,1,,,1,3,17,06,27,,,,400,400,1,400,400,0,,0,0,0,,225,,4038,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,200
20172,2024,12,1,59,0,08,,2,1,4,1,,,1,2,16,05,25,,,,220,165,2,220,165,55,2,0,0,0,5,14,,2881,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,167
20173,2024,12,4,47,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,11,,113
20174,2024,12,1,12,0,04,,2,2,4,1,,,2,3,10,07,31,,,,400,400,1,400,400,0,,0,0,0,,141,,4567,3,1,3,4,,,,,,,,,,,,,,,,,1,03,1,225
20175,2024,12,1,11,0,07,,1,1,4,1,,,2,2,17,04,18,,,,400,400,1,400,400,0,,0,0,0,,181,,2400,1,1,2,3,,,,,,,,,,,,,,,,,1,03,3,66
20176,2024,12,4,35,3,12,,2,3,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,446
20177,2024,12,1,35,0,07,,1,2,1,1,,,2,3,06,08,36,,,,350,350,1,350,350,0,,0,0,0,,120,,2050,3,1,1,3,,,,,,,,,,,,,,,,,1,06,1,66
20178,2024,12,1,48,0,07,,1,2,3,1,,,1,3,21,01,01,,,,375,435,1,375,435,0,,0,60,60,,16,,6821,3,1,2,2,,,,,,,,,,,,,,,,,3,03,2,462
20179,2024,12,4,46,0,05,,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,49
20180,2024,12,4,35,0,08,,2,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,3,13,4,84
20181,2024,12,4,48,8,06,,2,1,4,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,07,4,554
20182,2024,12,1,48,0,03,5,2,1,5,1,,,1,3,17,04,16,,,,388,388,1,388,388,0,,0,0,0,,12,,4122,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,80
20183,2024,12,1,46,6,08,,2,5,3,1,,,2,3,12,02,09,,,,375,375,1,375,375,0,,0,0,0,,117,,1900,3,1,4,4,,,,,,,,,,,,,,,,,1,14,3,405
20184,2024,12,1,35,4,09,,2,5,5,1,,,1,3,16,05,22,,,,375,375,1,375,375,0,,0,0,0,,196,,4296,1,1,4,4,,,,,,,,,,,,,,,,,1,15,4,425
20185,2024,12,4,35,0,01,2,2,6,2,,1,1,1,3,18,02,07,,,,,,,,,,,,,,,,28,,,,,,,,,3,05,4,,,,,,,,,,,2,10,,1235
20186,2024,12,4,24,2,10,,1,1,4,,1,1,1,2,11,08,36,,,,,,,,,,,,,,,,14,,,,,,,,,1,01,1,,,,,,,,,,,1,10,4,213
20187,2024,12,4,35,0,11,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,01,,244
20188,2024,12,1,59,9,04,,1,6,2,1,,,2,3,19,07,31,,,,400,400,1,400,400,0,,0,0,0,,23,,2450,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,399
20189,2024,12,4,10,0,06,,2,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,100
20190,2024,12,4,11,0,02,3,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,85
20191,2024,12,1,59,9,07,,1,5,6,1,,,2,3,14,01,02,,,,420,440,1,420,440,0,,0,20,20,,180,,10073,3,1,2,2,,,,,,,,,,,,,,,,,1,14,2,347
20192,2024,12,1,35,0,08,,1,1,5,1,,,2,3,04,08,36,,,,500,500,1,500,500,0,,0,0,0,,237,,4700,1,1,3,4,,,,,,,,,,,,,,,,,1,03,3,125
20193,2024,12,3,35,4,09,,2,4,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,48,4,1,,,20,2,1,1,,1,,1,1,,,1,01,,690
20194,2024,12,4,13,0,12,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,98
20195,2024,12,4,35,4,01,1,2,6,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,186
20196,2024,12,1,24,0,07,,1,2,4,1,,,2,3,08,10,42,,,,400,400,1,400,400,0,,0,0,0,,240,,3000,1,1,4,4,,,,,,,,,,,,,,,,,1,05,,633
20197,2024,12,1,59,0,08,,2,5,6,1,,,1,3,16,05,20,,,,400,310,1,400,310,90,1,0,0,0,,240,,5286,1,1,2,4,,,,,,,,,,,,,,,,,1,14,3,254
20198,2024,12,1,35,4,07,,2,1,5,1,,,2,2,14,01,02,,,,375,525,1,375,525,0,,150,0,150,,240,,10513,1,1,3,3,,,,,,,,,,,,,,,,,1,03,2,1415
20199,2024,12,1,13,0,02,4,1,6,2,1,,,2,3,19,07,34,,,,200,150,2,200,150,0,,0,0,0,0,14,,1700,3,4,3,4,,,,,,,,,,,,,,,,,2,18,,141
20200,2024,12,1,59,9,03,6,2,6,5,1,,,2,3,13,07,32,,,,500,500,1,500,500,0,,0,0,0,,18,,4808,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,344
20201,2024,12,4,59,0,11,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,05,,108
20202,2024,12,4,35,0,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,08,,101
20203,2024,12,4,35,3,02,3,1,6,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,15,,458
20204,2024,12,4,59,0,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,11,,114
20205,2024,12,1,46,6,05,,2,1,4,1,,,2,1,11,02,05,,,,400,400,1,400,400,0,,0,0,0,,20,,2600,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,190
20206,2024,12,2,24,0,06,,2,1,6,1,,,1,3,17,05,24,2,54,1,280,0,2,280,0,,,,,,5,102,,4250,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,361
20207,2024,12,3,24,0,11,,2,3,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,54,7,1,,,66,2,,1,1,1,1,,0,,,,01,,100
20208,2024,12,2,12,0,05,,2,1,5,1,,,1,3,16,05,20,2,4,1,375,0,1,375,0,,,,,,,196,,3231,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,91
20209,2024,12,4,46,0,07,,1,6,5,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,71
20210,2024,12,1,46,0,07,,2,1,4,1,,,2,3,17,02,09,,,,350,350,1,350,350,0,,0,0,0,,45,,1855,3,1,1,1,,,,,,,,,,,,,,,,,1,04,4,58
20211,2024,12,1,24,0,07,,2,6,1,1,,,2,3,19,07,34,,,,200,200,2,200,200,0,,0,0,0,5,71,,1650,3,1,1,3,,,,,,,,,,,,,,,,,1,15,4,148
20212,2024,12,4,48,7,09,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,1,05,,804
20213,2024,12,1,35,4,04,,2,1,2,1,,,4,3,15,07,34,,,,250,250,2,250,250,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,1,03,2,1845
20214,2024,12,4,35,4,04,,2,1,5,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,05,,565
20215,2024,12,1,47,0,12,,1,4,2,1,,,2,3,18,09,40,,,,330,250,1,330,250,0,,0,0,0,,16,,1800,3,4,1,1,,,,,,,,,,,,,,,,,,01,,174
20216,2024,12,4,35,4,12,,1,1,5,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,178
20217,2024,12,4,35,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,09,,550
20218,2024,12,2,48,0,10,,2,1,4,1,,,1,3,16,08,36,1,4,2,400,0,1,400,0,,,,,,,9,,1125,1,3,3,3,,,,,,,,,,,,,,,,,1,08,,56
20219,2024,12,4,24,1,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,1,05,,374
20220,2024,12,4,10,0,01,2,1,6,3,,1,2,2,3,06,08,38,,,,,,,,,,,,,,,,3,,,,,,,,,4,10,5,,,,,,,,,,,2,04,,53
20221,2024,12,4,59,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,18,,150
20222,2024,12,4,48,8,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,11,,332
20223,2024,12,4,24,0,11,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,130
20224,2024,12,4,24,2,12,,2,5,5,,1,2,1,2,16,05,20,,,,,,,,,,,,,,,,26,,,,,,,,,4,10,7,,,,,,,,,,,,01,,876
20225,2024,12,4,59,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,126
20226,2024,12,1,35,0,05,,1,1,5,1,,,2,3,08,05,22,,,,400,400,1,400,400,0,,0,0,0,,101,,3077,3,1,2,4,,,,,,,,,,,,,,,,,1,03,2,314
20227,2024,12,1,35,4,09,,1,1,2,1,,,2,3,07,02,09,,,,400,400,1,400,400,0,,0,0,0,,116,,2700,2,1,2,2,,,,,,,,,,,,,,,,,1,18,,267
20228,2024,12,1,59,9,03,6,1,2,5,1,,,2,3,14,03,11,,,,400,360,1,400,360,80,3,0,40,40,,67,,5769,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,469
20229,2024,12,1,13,0,08,,2,5,5,1,,,1,3,17,04,16,,,,375,375,1,375,375,0,,0,0,0,,16,,4567,1,1,4,4,,,,,,,,,,,,,,,,,1,15,4,90
20230,2024,12,1,35,5,10,,1,1,4,1,,,5,2,19,01,03,,,,540,540,1,540,540,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,01,,266
20231,2024,12,1,47,0,06,,1,1,4,1,,,1,3,16,03,13,,,,375,375,1,375,375,0,,0,0,0,,93,,5372,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,157
20232,2024,12,1,35,4,10,,1,5,1,1,,,2,2,17,07,31,,,,350,350,1,350,350,0,,0,0,0,,178,,3297,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,433
20233,2024,12,1,10,0,10,,2,2,2,1,,,2,3,17,05,26,,,,320,320,1,320,320,0,,0,0,0,,105,,1730,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,133
20234,2024,12,4,13,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,73
